309.9,-36.860136351122414,-28.946282723543966,-20.51621454798276,-11.569931824438772,-2.1074345529120184
310.2,-36.876957600782724,-28.954693348374125,-20.51621454798276,-11.561521199608615,-2.0906133032517027
310.5,-36.89377885044304,-28.96310397320428,-20.51621454798276,-11.553110574778456,-2.0737920535913874
310.8,-36.91060010010336,-28.97151459803444,-20.51621454798276,-11.5446999499483,-2.0569708039310717
311.1,-36.92742134976368,-28.979925222864598,-20.51621454798276,-11.53628932511814,-2.0401495542707564
311.4,-36.94424259942399,-28.988335847694753,-20.51621454798276,-11.527878700287985,-2.023328304610444
311.7,-36.9610638490843,-28.996746472524908,-20.51621454798276,-11.519468075457828,-2.006507054950129
312.0,-36.97788509874462,-29.00515709735507,-20.51621454798276,-11.51105745062767,-1.9896858052898132
312.3,-36.994706348404925,-29.013567722185226,-20.51621454798276,-11.502646825797513,-1.9728645556294977
312.6,-37.01152759806525,-29.021978347015384,-20.51621454798276,-11.494236200967354,-1.9560433059691822
312.9,-37.02834884772556,-29.03038897184554,-20.51621454798276,-11.485825576137199,-1.9392220563088705
313.2,-37.04517009738588,-29.038799596675698,-20.51621454798276,-11.47741495130704,-1.922400806648555
313.5,-37.06199134704619,-29.047210221505853,-20.51621454798276,-11.469004326476883,-1.9055795569882394
313.8,-37.078812596706506,-29.055620846336012,-20.51621454798276,-11.460593701646726,-1.888758307327924
314.1,-37.09563384636682,-29.06403147116617,-20.51621454798276,-11.452183076816567,-1.8719370576676082
314.4,-37.112455096027126,-29.072442095996326,-20.51621454798276,-11.443772451986412,-1.8551158080072965
314.7,-37.12927634568745,-29.080852720826485,-20.51621454798276,-11.435361827156253,-1.838294558346981
315.0,-37.14609759534776,-29.08926334565664,-20.51621454798276,-11.426951202326096,-1.8214733086866655
315.3,-37.162918845008086,-29.097673970486802,-20.51621454798276,-11.418540577495937,-1.80465205902635
315.6,-37.17974009466839,-29.106084595316954,-20.51621454798276,-11.41012995266578,-1.7878308093660344
315.9,-37.19656134432871,-29.114495220147113,-20.51621454798276,-11.401719327835625,-1.7710095597057225
