309.9,-37.51089878042129,-28.620901508894523,-19.865452118683873,-11.24455060978933,-2.758196982210906
310.2,-37.52772003008162,-28.62931213372468,-19.865452118683873,-11.236139984959173,-2.7413757325505905
310.5,-37.54454127974193,-28.63772275855484,-19.865452118683873,-11.227729360129015,-2.724554482890275
310.8,-37.56136252940225,-28.646133383384996,-19.865452118683873,-11.219318735298858,-2.7077332332299595
311.1,-37.578183779062556,-28.654544008215154,-19.865452118683873,-11.210908110468699,-2.690911983569644
311.4,-37.59500502872287,-28.66295463304531,-19.865452118683873,-11.202497485638544,-2.674090733909332
311.7,-37.61182627838319,-28.67136525787547,-19.865452118683873,-11.194086860808385,-2.6572694842490163
312.0,-37.6286475280435,-28.679775882705624,-19.865452118683873,-11.185676235978228,-2.640448234588701
312.3,-37.64546877770382,-28.688186507535786,-19.865452118683873,-11.17726561114807,-2.6236269849283853
312.6,-37.662290027364136,-28.69659713236594,-19.865452118683873,-11.168854986317912,-2.60680573526807
312.9,-37.679111277024454,-28.705007757196096,-19.865452118683873,-11.160444361487757,-2.589984485607758
313.2,-37.69593252668476,-28.713418382026255,-19.865452118683873,-11.152033736657598,-2.5731632359474426
313.5,-37.71275377634508,-28.721829006856414,-19.865452118683873,-11.143623111827441,-2.556341986287127
313.8,-37.72957502600539,-28.73023963168657,-19.865452118683873,-11.135212486997283,-2.5395207366268115
314.1,-37.74639627566571,-28.738650256516728,-19.865452118683873,-11.126801862167126,-2.522699486966496
314.4,-37.76321752532602,-28.747060881346886,-19.865452118683873,-11.118391237336969,-2.505878237306184
314.7,-37.78003877498634,-28.75547150617704,-19.865452118683873,-11.109980612506812,-2.4890569876458684
315.0,-37.796860024646655,-28.7638821310072,-19.865452118683873,-11.101569987676655,-2.472235737985553
315.3,-37.813681274306965,-28.772292755837356,-19.865452118683873,-11.093159362846496,-2.4554144883252373
315.6,-37.83050252396728,-28.780703380667518,-19.865452118683873,-11.084748738016339,-2.438593238664922
315.9,-37.84732377362759,-28.789114005497673,-19.865452118683873,-11.076338113186182,-2.42177198900461
316.2,-37.86414502328791,-28.79752463032783,-19.865452118683873,-11.067927488356025,-2.4049507393442946
