309.9,-5.4428687728345e-311,-6.379485178463e-311,0.0
310.2,-5.020160363971419e-292,-5.884036520466325e-292,0.0
310.5,-1.1575701680415567e-273,-1.3567664476699254e-273,0.0
310.8,-6.67293769914182e-256,-7.821226071249571e-256,0.0
311.1,-9.616716715315424e-239,-1.1271574662433846e-238,0.0
311.4,-3.464787345229843e-222,-4.061012755945903e-222,0.0
311.7,-3.120802999383591e-206,-3.657835106890312e-206,0.0
312.0,-7.027423612570191e-191,-8.236712412198516e-191,0.0
312.3,-3.956087795373313e-176,-4.636856868797867e-176,0.0
312.6,-5.567698600345989e-162,-6.525795895784558e-162,0.0
312.9,-1.9589597923213098e-148,-2.296060309719869e-148,0.0
313.2,-1.723119256004708e-135,-2.019636006892286e-135,0.0
313.5,-3.789179316050279e-123,-4.441226546913496e-123,0.0
313.8,-2.0831233588698386e-111,-2.4415901149667916e-111,0.0
314.1,-2.86302294399191e-100,-3.35569590211698e-100,0.0
314.4,-9.837271930060003e-90,-1.1530083324269473e-89,0.0
314.7,-8.45015224561389e-80,-9.904266160897419e-80,0.0
315.0,-1.8146563781855038e-70,-2.1269249637232188e-70,0.0
315.3,-9.742362271446398e-62,-1.141884147445718e-61,0.0
315.6,-1.3075977424244634e-53,-1.5326109720618006e-53,0.0
315.9,-4.387570127586957e-46,-5.142589238476729e-46,0.0
316.2,-3.68056117262632e-39,-4.3139171066444606e-39,0.0
316.5,-7.718701134489785e-33,-9.046944786832112e-33,0.0
316.8,-4.046832677819725e-27,-4.743214861919593e-27,0.0
317.1,-5.304318515693707e-22,-6.2170804467420485e-22,0.0
317.4,-1.7381898551344926e-17,-2.0372835205143827e-17,0.0
317.7,-1.424157014751352e-13,-1.6691740079728667e-13,0.0
318.0,-2.918573375718221e-10,-3.4203637928547797e-10,0.0
318.3,-1.4982020504834597e-7,-1.7551099100523338e-7,0.0
318.6,-1.9376623961358275e-5,-2.2664622270033135e-5,0.0
318.9,-0.0006457813386337222,-0.000750958629555761,0.0
319.2,-0.006012248654281782,-0.00685441896351966,0.0
319.5,-0.019538526200236717,-0.02129483434848889,0.0
319.8,-0.031457055912946945,-0.0330821598510062,0.0
320.1,-0.03427884235388568,-0.03671603448220925,0.0
320.4,-0.03285823242746047,-0.035848319268314346,0.0
320.7,-0.031388732536990135,-0.033463524974369475,0.0
321.0,-0.02955480540268813,-0.03108152899225358,0.0
321.3,-0.026878785788991767,-0.029148630300648605,0.0
321.6,-0.02574026899276929,-0.026913162484444815,0.0
321.9,-0.024003917986279027,-0.025303448138552467,0.0
322.2,-0.022298432635062954,-0.02469016170188515,0.0
322.5,-0.021246901733083207,-0.023325637612282717,0.0
322.8,-0.0192221111084598,-0.02040499154796877,0.0
323.1,-0.017365750792710313,-0.01797556383844422,0.0
323.4,-0.015796754387423388,-0.016586467401457552,0.0
323.7,-0.013712915302528807,-0.014854802613649638,0.0
324.0,-0.01180111249416417,-0.012930193907076934,0.0
324.3,-0.010304191843022323,-0.012335951998916413,0.0
324.6,-0.009310024544123866,-0.010404223713187593,0.0
324.9,-0.008323893932635868,-0.006790882848400548,0.0
325.2,-0.0058283367458560505,-0.004598235154700102,0.0
325.5,-0.002598580103198673,-0.0048333534262734665,0.0
325.8,-0.0016393437661151704,-0.0038796267696565665,0.0
326.1,-0.0026809080929085065,-0.0016792142656752457,0.0
326.4,0.0025999474904011733,0.004302099435996594,0.0
326.7,0.015051516028144191,0.02017248492836771,0.0
327.0,0.027009959064957945,0.03275664569527774,0.0
327.3,0.0321459132168925,0.03165355620329833,0.0
327.6,0.03027583140186373,0.028793773069554454,0.0
